Category,Guidelines,Priority,Count,Line,Description,Detail,Help,URL,Target URL,Reference
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 83 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/3","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 114 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/3","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 224 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/4","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 193 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/4","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 248 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/5","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 157 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/5","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 131 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/6","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 199 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/6","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 120 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/7","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 112 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/7","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 A 1.3.1 Section 508 (2017) A 1.3.1 ","1","2",="3 204 ","An element with aria-hidden=true contains focusable content.","","The hidden element and its contents are not voiced by a screen reader, but the contents contain an element with tabindex set or active a, button, input, select and textarea controls. The user can tab to these and hears only silence.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/8","","https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html https://www.w3.org/WAI/WCAG21/Understanding/info-and-relationships.html "
"Accessibility","WCAG 2.1 2.3.3 ","3","5",="574 577 1547 1630 1645 ","Don't use CSS animations or transitions in interactions without giving the user a way to turn them off."," transition: width .3s linear transition: transform , visibility transition: all 0.5s transition: all 0.5s transition: all 0.5s","Use the @media (prefers-reduced-motion) media query to respect user preferences.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/WAI/WCAG21/Understanding/animation-from-interactions.html "
"Accessibility","WCAG 2.1 2.3.3 ","3","5",="367 2383 4967 5140 5621 ","Don't use CSS animations or transitions in interactions without giving the user a way to turn them off."," transition: all 0.2s ease-in-out transition: height 0.35s ease transition: all 0.2s ease-in-out transition: width 0.6s ease transition: transform 0.3s ease-out","Use the @media (prefers-reduced-motion) media query to respect user preferences.","https://intdimensions.nhlbi.nih.gov/modules/static/lib/bootstrap.css?_cbt=0f6a563206","","https://www.w3.org/WAI/WCAG21/Understanding/animation-from-interactions.html "
"Accessibility","WCAG 2.1 2.3.3 ","3","4",="339 845 1200 1342 ","Don't use CSS animations or transitions in interactions without giving the user a way to turn them off."," transition: all .2s ease-in-out transition: height , visibility transition: width .6s ease transition: transform .3s ease-out","Use the @media (prefers-reduced-motion) media query to respect user preferences.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/static/bootstrap/css/bootstrap.min.css","","https://www.w3.org/WAI/WCAG21/Understanding/animation-from-interactions.html "
"Accessibility","WCAG 2.1 2.3.3 ","3","1",="12 ","Don't use CSS animations or transitions in interactions without giving the user a way to turn them off."," transition: height .1s ease","Use the @media (prefers-reduced-motion) media query to respect user preferences.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/static/jquery.tablesorter/css/theme.bootstrap.min.css","","https://www.w3.org/WAI/WCAG21/Understanding/animation-from-interactions.html "
"Accessibility","WCAG 2.1 A 4.1.2 Section 508 (2017) A 4.1.2 ","1","5",="621 674 697 610 1276 ","This button element is empty and has no accessible name.","","A programmatically determined name allows screen readers to tell users what the control does. To add a name do one of the following: Add text between the button start and end tags Add a title attribute Add an aria-label attribute Add an aria-labelledby attribute Add an img alt attribute if the button contains an img element","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/WAI/WCAG21/Understanding/name-role-value.html https://www.w3.org/WAI/WCAG21/Understanding/name-role-value.html "
"Accessibility","WCAG 2.1 AAA 1.4.6 ","3","5",="588 749 1151 1154 1158 ","Ensure that text and background colors have a 7:1 contrast ratio.","The text color to background color contrast ratio is: 4.97 with color: rgb(9,115,192); background-color: rgb(255,255,255); font-size: 9.75pt; font-weight: 400; 4.97 with color: rgb(9,115,192); background-color: rgb(255,255,255); font-size: 9.75pt; font-weight: 400; 4.97 with color: rgb(9,115,192); background-color: rgb(255,255,255); font-size: 9.75pt; font-weight: 400; 4.97 with color: rgb(9,115,192); background-color: rgb(255,255,255); font-size: 9.75pt; font-weight: 400; 4.97 with color: rgb(9,115,192); background-color: rgb(255,255,255); font-size: 9.75pt; font-weight: 400;","Some users find it hard to read light gray text on a white background, dark gray text on a black background and white text on a red background. Note: The default link color in IE11 has poor contrast on a white background. Fix by specifying a:link and a:visited colors in CSS. The contrast ratio should be 4.5 or more for 18 point text, or larger The contrast ratio should be 4.5 or more for 14 point bold text, or larger The contrast ratio should be 7.0 or more for all other text","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/visual-audio-contrast7.html "
"Accessibility","WCAG 2.1 AA 2.4.6 Section 508 (2017) AA 2.4.6 ","2","5",="1278 1283 2612 2159 2776 ","Form field labels should be unique on a page, or be close to text providing context.","Label used: Relevance Relevance more more more","Form fields with the same label need extra context (such as a heading) to explain the differences between the fields.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-descriptive.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-descriptive.html "
"Accessibility","WCAG 2.1 AA 2.4.6 Section 508 (2017) AA 2.4.6 ","2","1",="443 ","Form field labels should be unique on a page, or be close to text providing context.","Label used: Delete","Form fields with the same label need extra context (such as a heading) to explain the differences between the fields.","https://intdimensions.nhlbi.nih.gov/modules/workflow/create","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-descriptive.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-descriptive.html "
"Accessibility","WCAG 2.1 A 2.4.1 Section 508 (2017) A 2.4.1 ","1","1",="3679 ","iframe and frame elements must have a title attribute.","","Add a title attribute or ARIA label to each iframe and frame element (e.g. title='Main Content'). Without a title some screen readers read out the frame filename, which is usually meaningless. Impact on users:VoiceOver macOS 10.14 Safari 13.0 macOS 10.14.6 Reading: Meaningless frame title read out.VoiceOver macOS 10.13 Safari 12.1 macOS 10.13.6 Reading: Meaningless frame title read out.VoiceOver macOS 10.12 Safari 10.1.2 macOS 10.12.6 Reading: Meaningless frame title read out.VoiceOver macOS 10.11 Safari 9.1.2 macOS 10.11.6 Reading: Meaningless frame title like 'frame zero' read out.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-skip.html "
"Accessibility","WCAG 2.1 AAA F22 ","3","5",="4030 4039 4055 4059 4075 ","Avoid specifying a new window as the target of a link with target=_blank.","","Displaying new windows without warning can be very confusing to non-sighted and mobile users. Some screen readers and mobile devices give very little indication a new tab or window has opened. If you cannot avoid displaying a new window, insert a warning into the link text like the following: ""opens in a new window"".","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/TR/WCAG20-TECHS/F22.html "
"Accessibility","WCAG 2.1 AAA F22 ","3","2",="522 515 ","Avoid specifying a new window as the target of a link with target=_blank.","","Displaying new windows without warning can be very confusing to non-sighted and mobile users. Some screen readers and mobile devices give very little indication a new tab or window has opened. If you cannot avoid displaying a new window, insert a warning into the link text like the following: ""opens in a new window"".","https://intdimensions.nhlbi.nih.gov/modules/workflow","","https://www.w3.org/TR/WCAG20-TECHS/F22.html "
"Accessibility","WCAG 2.1 A F89 Section 508 (2017) A F89 ","1","2",="544 552 ","Each a element must contain text or an img with an alt attribute.","","A link name allows screen readers to voice what the links does. If there is no link text or the `alt` text is blank, screen readers have nothing to read, so read out the URL instead. To add a name do one of the following: Add text between the a element start and end tags Add an aria-label attribute Add an aria-labelledby attribute Add an img alt attribute if the link contains an img element","https://intdimensions.nhlbi.nih.gov/modules/workflow","","https://www.w3.org/TR/WCAG-TECHS/F89.html https://www.w3.org/TR/WCAG-TECHS/F89.html "
"Accessibility","WCAG 2.1 AAA 2.4.9 ","3","5",="4039 4059 4088 4113 4129 ","Several links on a page share the same link text, but go to different destinations.","Link text: See more details See more details See more details See more details Tweeted by 1","Make the link text unique for each target, or add additional text using aria-label.","https://intdimensions.nhlbi.nih.gov/discover/publication","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-link.html "
"Accessibility","WCAG 2.1 AAA 2.4.9 ","3","5",="4678 4681 4937 4940 4983 ","Several links on a page share the same link text, but go to different destinations.","Link text: SELECT EXPLAIN SELECT EXPLAIN SELECT","Make the link text unique for each target, or add additional text using aria-label.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353439323331383234","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-link.html "
"Accessibility","WCAG 2.1 AAA 2.4.9 ","3","5",="4668 4671 4927 4930 4973 ","Several links on a page share the same link text, but go to different destinations.","Link text: SELECT EXPLAIN SELECT EXPLAIN SELECT","Make the link text unique for each target, or add additional text using aria-label.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-link.html "
"Accessibility","WCAG 2.1 AAA 2.4.9 ","3","5",="4678 4681 4937 4940 4983 ","Several links on a page share the same link text, but go to different destinations.","Link text: SELECT EXPLAIN SELECT EXPLAIN SELECT","Make the link text unique for each target, or add additional text using aria-label.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-link.html "
"Accessibility","WCAG 2.1 AAA 2.4.9 ","3","5",="4678 4681 4937 4940 4983 ","Several links on a page share the same link text, but go to different destinations.","Link text: SELECT EXPLAIN SELECT EXPLAIN SELECT","Make the link text unique for each target, or add additional text using aria-label.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353439383431303732","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/navigation-mechanisms-link.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="18 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/about","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="18 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/account/settings/general","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="18 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/exports","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="19 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/browse/facet-filter-groups/publication","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="19 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/browse/facet-filter-groups/publication/funder_shared_group_facet","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A F25 Section 508 (2017) A F25 ","1","1",="19 ","Document title must not be blank.","","For HTML pages change the title element. For Office documents and PDF documents produced from Office, fill in the Title in Document Properties before saving as PDF.","https://intdimensions.nhlbi.nih.gov/browse/facet-filter-groups/publication/research_org_shared_group_facet","","https://www.w3.org/TR/WCAG20-TECHS/F25.html https://www.w3.org/TR/WCAG20-TECHS/F25.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/0","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/0","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/1","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/1","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/2","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/2","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/3","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/3","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/select/4","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
"Accessibility","WCAG 2.1 A 3.1.1 Section 508 (2017) A 3.1.1 ","1","1",="1 ","Use the lang attribute to identify the language of the page.","","In HTML add a lang attribute containing a language code to the html tag, and in PDF set the language using Document Properties in Acrobat. This allows screen readers to pronounce words correctly.","https://intdimensions.nhlbi.nih.gov/modules/_debug_toolbar/313430363635353330343830353736/sqlalchemy/explain/4","","https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html https://www.w3.org/TR/UNDERSTANDING-WCAG20/meaning-doc-lang-id.html "
